D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_47_04_487.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_47_04_487.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_47_04_487.jpg,-0.2669173,1,0,9.88882
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_47_04_556.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_47_04_556.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_47_04_556.jpg,-0.3007519,0.8155813,0,10.47847
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_47_04_623.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_47_04_623.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_47_04_623.jpg,-0.3796993,0.6599274,0,11.05975
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_47_04_693.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_47_04_693.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_47_04_693.jpg,-0.4022556,0.8232262,0,11.59715
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_47_04_764.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_47_04_764.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_47_04_764.jpg,-0.406015,1,0,12.29691
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_47_04_836.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_47_04_836.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_47_04_836.jpg,-0.406015,0.8782066,0,12.96292
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_47_04_911.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_47_04_911.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_47_04_911.jpg,-0.406015,0.6303194,0,13.34856
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_47_04_979.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_47_04_979.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_47_04_979.jpg,-0.406015,0.4008073,0,13.88523
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_47_05_046.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_47_05_046.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_47_05_046.jpg,-0.406015,0.2243371,0,14.21426
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_47_05_121.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_47_05_121.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_47_05_121.jpg,-0.406015,0.2753425,0,14.22192
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_47_05_193.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_47_05_193.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_47_05_193.jpg,-0.406015,0.4722898,0,14.26121
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_47_05_267.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_47_05_267.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_47_05_267.jpg,-0.406015,0.694079,0,14.62809
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_47_05_334.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_47_05_334.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_47_05_334.jpg,-0.3721805,0.8690186,0,15.20604
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_47_05_402.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_47_05_402.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_47_05_402.jpg,-0.2481203,1,0,16.03742
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_47_05_469.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_47_05_469.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_47_05_469.jpg,-0.1503759,1,0,16.80701
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_47_05_544.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_47_05_544.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_47_05_544.jpg,-0.06766918,1,0,17.65231
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_47_05_618.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_47_05_618.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_47_05_618.jpg,-0.06390978,1,0,18.48219
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_47_05_692.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_47_05_692.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_47_05_692.jpg,-0.02631579,1,0,18.95464
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_47_05_761.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_47_05_761.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_47_05_761.jpg,0.01503759,1,0,19.78085
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_47_05_827.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_47_05_827.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_47_05_827.jpg,0.007518797,1,0,20.49744
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_47_05_901.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_47_05_901.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_47_05_901.jpg,-0.007518797,1,0,21.2868
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_47_05_975.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_47_05_975.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_47_05_975.jpg,-0.01879699,1,0,21.82034
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_47_06_049.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_47_06_049.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_47_06_049.jpg,-0.01879699,1,0,22.6277
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_23_676.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_23_676.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_23_676.jpg,0,0,0,9.615985E-06
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_23_749.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_23_749.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_23_749.jpg,0,0,0,2.341277E-05
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_23_820.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_23_820.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_23_820.jpg,0,0,0,6.463659E-06
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_23_894.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_23_894.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_23_894.jpg,0,0,0,6.539654E-06
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_23_966.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_23_966.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_23_966.jpg,0,0,0,9.94623E-06
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_24_040.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_24_040.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_24_040.jpg,0,0,0,6.93526E-07
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_24_113.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_24_113.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_24_113.jpg,0,0,0,9.986666E-06
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_24_185.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_24_185.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_24_185.jpg,0,0,0,1.337764E-05
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_24_253.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_24_253.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_24_253.jpg,0,0,0,8.994393E-06
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_24_325.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_24_325.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_24_325.jpg,0,0,0,3.204216E-06
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_24_397.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_24_397.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_24_397.jpg,0,0,0,6.109518E-06
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_24_464.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_24_464.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_24_464.jpg,0,0.06633659,0,0.02878244
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_24_533.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_24_533.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_24_533.jpg,0,0.3124311,0,0.2253729
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_24_599.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_24_599.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_24_599.jpg,0,0.4948236,0,0.5276781
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_24_669.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_24_669.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_24_669.jpg,-0.0112782,0.7234516,0,1.128717
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_24_737.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_24_737.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_24_737.jpg,-0.02631579,0.9039832,0,1.731351
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_24_806.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_24_806.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_24_806.jpg,-0.04135338,1,0,2.433082
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_24_874.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_24_874.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_24_874.jpg,-0.05263158,1,0,3.384223
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_24_941.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_24_941.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_24_941.jpg,-0.05263158,1,0,4.089522
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_25_010.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_25_010.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_25_010.jpg,-0.05263158,1,0,5.022333
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_25_077.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_25_077.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_25_077.jpg,-0.05263158,1,0,5.717119
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_25_151.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_25_151.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_25_151.jpg,-0.05263158,1,0,6.637242
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_25_221.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_25_221.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_25_221.jpg,-0.05263158,1,0,7.322632
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_25_289.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_25_289.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_25_289.jpg,-0.07894737,1,0,8.229861
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_25_364.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_25_364.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_25_364.jpg,-0.07894737,1,0,8.905608
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_25_433.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_25_433.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_25_433.jpg,-0.08646616,1,0,9.800539
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_25_506.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_25_506.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_25_506.jpg,-0.09022556,1,0,10.46707
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_25_580.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_25_580.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_25_580.jpg,-0.09022556,1,0,11.34975
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_25_654.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_25_654.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_25_654.jpg,-0.1052632,1,0,11.97635
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_25_727.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_25_727.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_25_727.jpg,-0.1090226,1,0,12.84647
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_25_802.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_25_802.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_25_802.jpg,-0.1240602,1,0,13.8168
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_25_869.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_25_869.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_25_869.jpg,-0.131579,1,0,14.67684
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_25_936.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_25_936.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_25_936.jpg,-0.1390978,1,0,15.09659
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_26_003.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_26_003.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_26_003.jpg,-0.1390978,1,0,15.98046
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_26_071.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_26_071.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_26_071.jpg,-0.1466165,1,0,16.81379
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_26_139.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_26_139.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_26_139.jpg,-0.1466165,1,0,17.21853
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_26_209.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_26_209.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_26_209.jpg,-0.1466165,1,0,18.0671
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_26_276.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_26_276.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_26_276.jpg,-0.1466165,1,0,18.85601
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_26_346.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_26_346.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_26_346.jpg,-0.1466165,1,0,19.32207
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_26_414.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_26_414.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_26_414.jpg,-0.1466165,1,0,20.14936
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_26_483.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_26_483.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_26_483.jpg,-0.1616541,1,0,20.8496
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_26_552.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_26_552.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_26_552.jpg,-0.1804511,1,0,21.63339
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_26_618.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_26_618.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_26_618.jpg,-0.1992481,1,0,22.17811
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_26_687.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_26_687.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_26_687.jpg,-0.2030075,1,0,22.79783
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_26_755.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_26_755.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_26_755.jpg,-0.2142857,1,0,23.57052
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_26_824.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_26_824.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_26_824.jpg,-0.2180451,1,0,24.14237
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_26_895.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_26_895.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_26_895.jpg,-0.2218045,1,0,24.91128
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_26_964.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_26_964.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_26_964.jpg,-0.2255639,1,0,25.48434
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_27_032.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_27_032.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_27_032.jpg,-0.2255639,1,0,26.24406
